# {"t_start": 1557507735.9281604, "env_id": "HumanoidStandup-v2"} 
r,l,t
41181.263093,1000,5.633231
37062.486083,1000,8.731826
37672.041005,1000,13.09412
37759.646981,1000,16.281675
42265.252879,1000,21.121581
36202.998038,1000,24.657862
37099.968325,1000,29.501066
35978.34374,1000,32.638295
38695.584846,1000,37.146837
38114.792235,1000,40.27886
38010.576625,1000,45.546999
48100.528366,1000,49.600278
41631.875797,1000,54.357347
43679.837008,1000,58.286584
45903.069499,1000,62.846504
44516.428493,1000,66.783305
41677.12141,1000,71.934467
42160.579335,1000,75.513306
46038.687458,1000,80.538964
37909.801406,1000,84.448039
43603.060751,1000,88.890124
46147.659618,1000,92.78757
43049.598052,1000,97.1536
45402.743274,1000,100.374513
46560.872683,1000,104.589605
47602.156767,1000,107.725566
42545.244438,1000,112.007928
42058.218001,1000,115.128837
53826.977858,1000,119.384209
52418.065947,1000,122.62326
50391.903496,1000,126.827514
44260.941505,1000,129.943077
50107.947422,1000,134.023283
48928.217385,1000,137.037131
52110.194013,1000,141.243912
43437.543022,1000,144.227841
46809.522023,1000,148.805229
53744.740909,1000,151.903545
50313.601061,1000,156.129571
56689.29056,1000,159.165328
51288.777044,1000,163.444763
55424.034191,1000,166.418591
54372.080131,1000,169.439891
61211.409444,1000,173.828047
54102.406945,1000,176.895291
60326.393334,1000,181.252337
51260.409202,1000,184.261775
49901.841217,1000,189.247864
51922.452326,1000,193.125687
55472.035419,1000,197.670461
53294.721954,1000,201.560766
51149.244806,1000,206.355348
63480.301785,1000,210.000618
55138.061712,1000,214.072873
51398.722497,1000,217.285218
59675.384717,1000,222.631798
64803.555136,1000,226.047957
55965.745539,1000,230.448689
64905.731653,1000,233.769911
61175.065857,1000,238.062359
58762.250758,1000,241.256301
58482.126592,1000,245.418306
63477.195436,1000,248.745889
73546.002754,1000,253.388684
82845.819917,1000,256.737205
70270.190154,1000,260.978738
60632.846208,1000,264.156242
70238.049736,1000,268.658204
60201.397166,1000,272.279769
52993.957457,1000,276.824214
72325.68439,1000,280.335325
66215.26409,1000,285.601115
66885.713281,1000,289.750916
58793.845403,1000,297.207631
70577.601678,1000,301.072455
70992.455542,1000,305.574205
70801.822696,1000,308.76176
57878.076058,1000,312.882645
78293.229037,1000,316.077399
64533.275889,1000,320.31023
67955.804764,1000,323.458102
59739.645029,1000,327.753322
76145.390007,1000,331.019668
74496.855776,1000,335.17017
60571.714278,1000,338.402903
75587.63013,1000,341.659442
76713.705309,1000,345.957064
58811.135266,1000,349.067691
59521.210457,1000,353.207968
68517.921487,1000,356.305608
92224.515348,1000,360.661626
78750.703361,1000,363.695494
74400.754264,1000,367.978059
59905.790624,1000,370.96755
88073.958047,1000,375.502521
61383.210939,1000,378.730526
72377.438234,1000,383.050681
103347.824616,1000,386.246496
103359.502174,1000,390.473051
65134.476614,1000,393.617273
86147.81194,1000,397.86476
78268.781346,1000,400.985722
74451.559738,1000,405.395881
72518.902957,1000,408.502748
77406.559777,1000,412.779485
84513.541082,1000,415.888921
101819.457052,1000,420.241222
98103.523865,1000,423.387499
86329.323547,1000,427.721061
68796.071733,1000,430.75321
82960.18525,1000,435.175125
85435.45339,1000,438.259495
75933.598596,1000,442.722098
108501.453059,1000,445.841096
103737.654902,1000,450.201933
92168.204556,1000,453.293573
110608.801012,1000,457.63801
102633.507261,1000,460.781823
101274.424096,1000,465.11405
88871.527415,1000,468.163638
106210.174053,1000,472.57036
84924.205676,1000,475.638358
115211.391485,1000,479.99984
98023.698873,1000,483.040029
129425.119226,1000,487.430326
73628.882164,1000,490.524476
85554.370966,1000,494.795704
73266.66752,1000,498.115618
61175.277993,1000,501.293969
85923.838953,1000,505.538203
75955.045711,1000,508.738912
72162.130028,1000,512.900539
120536.875838,1000,516.116968
96604.255141,1000,520.602622
80370.940157,1000,523.913646
83344.058761,1000,528.14316
87318.264816,1000,531.366553
67631.295686,1000,535.681547
73004.285142,1000,538.887761
93112.039712,1000,543.082908
115749.339425,1000,546.272254
77273.130953,1000,550.477955
82387.034861,1000,553.721553
107983.016085,1000,557.942264
80286.456285,1000,561.141672
83357.39164,1000,565.383579
74413.218522,1000,568.578391
105239.191586,1000,572.795218
96750.008273,1000,576.031827
79762.756202,1000,580.224056
100955.553214,1000,583.469055
96654.508361,1000,587.614152
105446.206068,1000,590.829751
101709.030788,1000,595.147581
112882.118583,1000,598.386614
88786.111742,1000,602.680768
136885.631801,1000,605.998758
118850.985273,1000,610.177048
139682.26606,1000,613.326847
96793.19986,1000,617.703146
83202.722495,1000,620.837821
101455.856876,1000,625.087307
140990.413012,1000,628.217892
111022.591412,1000,632.53899
94366.856058,1000,635.69808
78713.484501,1000,639.989631
88967.903889,1000,643.286307
73304.26936,1000,647.611163
129333.303489,1000,650.811956
87789.920176,1000,655.120378
