# {"t_start": 1557507735.2179797, "env_id": "HumanoidStandup-v2"} 
r,l,t
37325.413153,1000,6.117669
35685.443871,1000,9.148761
42725.793784,1000,13.681893
38189.182436,1000,16.864446
40552.134725,1000,21.959716
35482.599739,1000,25.845973
43346.651613,1000,30.384921
40384.778041,1000,33.773737
45126.14954,1000,38.078488
37891.890861,1000,41.386212
41038.889273,1000,46.278317
42773.635424,1000,50.166445
35700.279281,1000,54.743787
40447.7377,1000,58.648824
39332.582196,1000,63.190794
39195.682024,1000,66.915825
38686.507764,1000,72.614786
40462.864926,1000,76.371105
50303.291781,1000,81.281844
40718.773528,1000,85.102023
38472.493915,1000,89.424351
42440.949301,1000,93.19856
52438.412616,1000,97.682292
42630.021908,1000,100.714881
52032.55371,1000,105.235443
44755.524669,1000,108.415159
45524.131042,1000,112.630915
49179.443397,1000,115.683147
46914.870117,1000,119.958539
46753.045068,1000,122.903771
48079.571579,1000,127.428004
45421.304794,1000,130.403455
46403.756847,1000,134.733361
53162.880742,1000,137.905792
48817.641851,1000,141.981705
44200.434917,1000,145.05964
50764.055564,1000,149.550103
62149.002705,1000,152.666085
48394.339625,1000,156.845967
56944.929,1000,159.879877
52324.836321,1000,164.156458
51645.172937,1000,167.174932
51143.13181,1000,170.21908
57481.074046,1000,174.563957
58325.586161,1000,177.683469
52338.641337,1000,182.015738
52587.661768,1000,185.014436
58141.623395,1000,189.78553
56760.949506,1000,193.686727
62229.940664,1000,198.567247
59413.353409,1000,202.760785
58108.972112,1000,206.938436
56838.277673,1000,210.40224
60744.694357,1000,214.825459
73281.655673,1000,218.053322
57157.473506,1000,223.126555
65985.512415,1000,226.518831
64618.83367,1000,231.051181
60777.474012,1000,234.300597
58317.521896,1000,238.899212
65789.003656,1000,241.883872
57349.622633,1000,246.079449
61642.199325,1000,249.306169
58187.197784,1000,253.878062
59014.741464,1000,257.346437
68792.38638,1000,261.764359
63893.046148,1000,265.12582
60850.375054,1000,269.477916
72251.523475,1000,272.830399
62798.194189,1000,277.48291
65185.495801,1000,280.967101
61010.47529,1000,286.505134
66087.025051,1000,290.849384
63857.498927,1000,297.908039
64224.685332,1000,301.892149
72026.68081,1000,306.208607
64948.506672,1000,309.387377
68900.030415,1000,313.56094
79463.127541,1000,316.538511
78667.598555,1000,320.993414
65973.891552,1000,324.095665
76818.060307,1000,328.409611
63494.316169,1000,331.503423
64455.192737,1000,335.904857
66482.846373,1000,339.082589
72697.553416,1000,342.281398
71843.059658,1000,346.688796
64444.979274,1000,349.822762
71998.803164,1000,354.054058
84380.310912,1000,357.203467
66388.634696,1000,361.480165
73134.332793,1000,364.657123
73533.291119,1000,368.81216
77364.880565,1000,372.095148
76724.227309,1000,376.282489
69966.321023,1000,379.386872
75653.95631,1000,383.556993
62797.433106,1000,386.725125
81458.221879,1000,391.206008
83390.508681,1000,394.31042
