# {"t_start": 1557443894.8001957, "env_id": "HumanoidStandup-v2"} 
r,l,t
39787.05113,1000,12.023962
39088.993013,1000,19.773762
41864.823788,1000,29.348043
34956.618562,1000,35.65476
37659.104722,1000,46.557098
38628.241907,1000,52.555429
37134.329374,1000,60.54802
41038.470184,1000,67.25369
39658.535428,1000,76.229947
39110.757014,1000,82.644247
39661.972517,1000,91.535134
40575.877515,1000,97.805982
43245.765454,1000,109.190558
40182.92057,1000,115.299508
42704.618093,1000,125.669405
40058.940197,1000,131.747627
42909.389304,1000,140.661444
49601.238304,1000,147.491579
42239.263741,1000,155.14129
41113.017591,1000,161.950953
47117.539961,1000,170.86127
46966.361441,1000,177.573836
43867.39309,1000,185.682603
47046.357855,1000,191.604522
48862.195548,1000,199.330549
51506.467905,1000,205.882592
43631.138884,1000,214.8505
48570.877042,1000,220.983797
41190.364589,1000,229.673045
57428.718674,1000,235.485657
51173.908457,1000,244.375177
51393.40616,1000,250.618372
53260.875503,1000,258.956861
49661.08741,1000,265.528236
49412.665697,1000,274.040638
51255.48907,1000,280.534438
50522.791899,1000,288.817452
56041.511054,1000,295.065486
57973.390098,1000,305.724525
62066.489333,1000,312.84412
53840.532298,1000,321.692066
64915.95821,1000,328.010211
52270.020658,1000,334.223119
67138.118125,1000,342.715387
57269.140578,1000,349.124395
57920.903894,1000,357.731232
57321.839137,1000,364.401423
55196.469824,1000,372.826714
61559.131097,1000,378.838179
52447.797737,1000,387.736959
61754.569952,1000,393.715866
69166.631298,1000,402.487375
54763.028034,1000,408.96688
59290.918421,1000,417.062071
70860.218334,1000,424.093619
77518.328221,1000,433.118482
75261.662769,1000,439.054243
64939.05058,1000,448.072044
68359.556703,1000,454.265751
73971.387521,1000,463.159894
58336.479007,1000,469.078477
63556.800585,1000,478.047609
65898.406685,1000,484.350581
78083.845371,1000,492.085674
70582.098135,1000,498.496302
73068.470446,1000,507.379965
77860.049971,1000,513.607544
69586.760355,1000,522.536444
71981.482976,1000,528.124069
78125.411395,1000,537.648984
77778.144355,1000,543.835781
77953.265137,1000,552.039321
79277.291519,1000,558.057146
83965.558385,1000,566.405818
80217.045798,1000,572.485879
68428.988642,1000,581.469538
90217.813477,1000,587.67102
93998.560862,1000,595.894498
85806.088362,1000,602.161778
78318.776419,1000,611.120442
68233.229379,1000,617.825501
75592.520307,1000,625.937988
87472.354219,1000,632.01072
70789.394269,1000,641.095545
73417.400655,1000,646.907614
71373.183317,1000,653.647006
78969.206165,1000,663.988509
77214.939979,1000,670.065764
84334.411121,1000,681.84382
75872.866056,1000,689.14037
79316.949637,1000,698.348394
74709.210654,1000,704.685761
83259.239943,1000,713.873229
81585.177235,1000,720.213235
67097.365083,1000,729.471291
78547.901779,1000,735.892552
74293.616256,1000,745.094706
78681.558303,1000,752.781932
73313.303291,1000,762.128477
102681.174554,1000,771.144036
87588.439839,1000,781.255001
