# {"t_start": 1557443895.1520674, "env_id": "HumanoidStandup-v2"} 
r,l,t
43987.907516,1000,11.860557
40964.350362,1000,19.039339
41648.288001,1000,28.428547
37936.372777,1000,34.482502
38605.234436,1000,45.267425
41461.606381,1000,51.723326
42091.789877,1000,60.610746
38136.81751,1000,67.36752
38624.356067,1000,75.464031
41609.101661,1000,81.443442
44891.424754,1000,91.282289
38582.454788,1000,98.610489
56966.917928,1000,108.170398
38726.519998,1000,115.377394
41072.365241,1000,125.518181
42714.240429,1000,131.683991
38226.303992,1000,140.16465
46463.116176,1000,146.408027
46086.933572,1000,155.622469
43366.981582,1000,162.148322
42695.139519,1000,170.450064
41671.862777,1000,176.612244
43949.826829,1000,185.072094
42398.535542,1000,190.698008
47392.019744,1000,199.349889
49220.803683,1000,205.575594
47468.384662,1000,214.590145
52110.777215,1000,221.031838
47873.769632,1000,229.253252
47238.959527,1000,235.269543
52855.229827,1000,243.832979
48201.899714,1000,249.789739
49370.412634,1000,258.459775
63363.555913,1000,265.045749
55746.091008,1000,273.55063
53636.179415,1000,279.891831
60590.471948,1000,288.450366
51893.974696,1000,294.488539
46310.040723,1000,305.317786
57245.865716,1000,310.858032
57567.22111,1000,321.352232
50287.084757,1000,327.597478
53589.556514,1000,333.403838
49126.892742,1000,342.050177
60147.184026,1000,347.878009
52516.306224,1000,357.231137
62784.366723,1000,363.398386
58307.788451,1000,372.181539
66131.603531,1000,378.728527
58832.213328,1000,387.222405
52677.160886,1000,393.149354
69844.955324,1000,402.234578
68131.684326,1000,408.231425
66815.715156,1000,417.223882
74985.326321,1000,423.971911
81091.562343,1000,432.886297
60943.444201,1000,439.327471
72918.633745,1000,447.45316
86269.320281,1000,453.519308
68787.412014,1000,462.555845
78719.29577,1000,469.114585
63172.850386,1000,477.60116
80808.724054,1000,483.754355
72095.132203,1000,491.617408
69021.478478,1000,498.328778
67473.64089,1000,507.042754
72365.672852,1000,513.563517
71740.404289,1000,522.162198
68108.262031,1000,528.341447
73315.52569,1000,537.435953
73350.391354,1000,543.157146
80898.057626,1000,551.700166
72759.864839,1000,557.861596
