# {"t_start": 1557087785.3839288, "env_id": "HumanoidStandup-v2"} 
r,l,t
38374.42418,1000,7.341451
36555.629555,1000,13.429163
38383.326922,1000,21.463187
41372.092985,1000,27.537349
37878.218481,1000,36.135022
40847.209787,1000,41.43983
44608.353757,1000,49.855352
42050.911896,1000,55.872887
38874.581292,1000,64.311788
37937.605788,1000,69.329319
40800.950516,1000,76.245419
38257.75285,1000,82.412106
40838.401144,1000,90.374384
38260.440436,1000,95.924284
38668.478979,1000,102.926664
40017.365928,1000,108.358507
41209.518685,1000,117.044344
37720.473459,1000,122.395269
46605.32348,1000,131.167635
42336.421007,1000,135.765049
41228.545025,1000,146.145737
50038.632161,1000,151.846977
43714.262805,1000,159.48023
47414.101424,1000,165.291352
41884.649192,1000,174.202527
46203.974883,1000,179.587855
42330.951087,1000,187.655077
52075.357325,1000,192.920333
44772.237762,1000,200.731724
48143.138556,1000,206.355657
42238.066769,1000,213.906867
46284.830569,1000,219.104696
46139.031086,1000,228.674529
45708.438177,1000,234.412616
45390.631169,1000,241.570829
45235.714292,1000,247.097831
47936.806333,1000,255.19847
54965.611736,1000,260.267483
48536.704803,1000,269.187308
48535.05809,1000,273.721323
45280.354145,1000,282.933668
53890.858821,1000,288.100061
57356.036548,1000,293.822316
48775.418546,1000,302.158518
53118.619665,1000,307.928855
49739.333081,1000,315.062802
50521.496647,1000,320.989803
53764.680556,1000,329.338752
59060.845363,1000,334.502961
66223.442284,1000,341.751147
51654.15941,1000,347.354046
53131.049907,1000,355.646448
58684.73847,1000,361.045266
54529.473833,1000,370.42874
53509.288151,1000,375.706696
59441.623444,1000,383.677812
55398.762466,1000,389.076072
50531.436292,1000,396.8471
61556.103207,1000,402.17886
57727.096917,1000,411.377349
55690.596002,1000,416.831879
56405.67374,1000,424.688237
59444.886102,1000,431.061943
62282.503998,1000,438.854234
63171.421744,1000,443.580912
70812.483685,1000,452.850334
79631.417917,1000,458.384578
64419.220257,1000,466.071204
74385.463884,1000,472.203673
62084.163663,1000,479.903123
71179.473929,1000,485.251511
60107.274378,1000,493.000128
65995.221123,1000,499.547693
72228.420627,1000,507.221938
62502.417644,1000,512.69565
74335.819871,1000,521.061933
69856.749711,1000,527.494848
73768.518306,1000,535.701025
62700.839748,1000,542.07366
72504.07139,1000,549.737838
58948.222944,1000,555.612638
72260.985108,1000,563.718344
64672.193062,1000,568.318691
69335.47434,1000,576.768021
78680.552281,1000,580.406649
77906.801322,1000,584.666674
70471.709205,1000,592.168574
69125.077706,1000,596.376579
73983.440729,1000,602.819538
72018.018764,1000,608.259326
69980.151517,1000,616.856015
88859.656519,1000,622.113514
77264.042564,1000,629.94954
85430.934799,1000,635.560546
79400.500008,1000,643.788431
74898.80569,1000,649.420447
77876.951476,1000,656.615184
103303.438334,1000,662.487485
74310.857108,1000,670.571843
76133.106756,1000,675.320477
79354.60189,1000,684.868043
78952.796249,1000,690.035599
76846.363419,1000,698.280083
78492.550393,1000,704.086896
67311.738967,1000,712.352046
72288.898645,1000,718.575828
83366.035404,1000,726.490796
75381.9103,1000,732.268425
77354.266355,1000,740.693327
72297.437616,1000,746.117778
86855.860284,1000,754.2882
76834.452126,1000,759.827521
84115.456775,1000,767.581189
76856.751085,1000,773.063936
74898.931573,1000,782.263757
76406.128055,1000,788.812234
75735.208633,1000,796.667639
75580.672852,1000,802.293792
70822.983558,1000,810.379316
74250.77869,1000,816.06014
74740.877891,1000,824.187759
77773.447938,1000,830.116228
63951.528543,1000,837.458811
85244.743656,1000,842.727058
78284.304725,1000,851.327756
73878.264328,1000,856.713655
79138.296723,1000,865.275
78254.935234,1000,870.576609
78425.546695,1000,876.907241
85948.874964,1000,885.299264
96833.02296,1000,891.329203
77774.693067,1000,899.530294
79061.658124,1000,905.160752
85562.739499,1000,913.360722
93948.98914,1000,918.877392
87763.356351,1000,927.734182
77799.181473,1000,933.103386
77293.030068,1000,941.790828
76227.072115,1000,947.899118
76706.568654,1000,955.20893
77102.970277,1000,960.039844
82056.264435,1000,967.385357
75445.706575,1000,971.831253
77717.680426,1000,978.08783
88384.097354,1000,982.667364
86442.042791,1000,988.281197
90459.762868,1000,992.425304
79311.044373,1000,999.743291
78497.886218,1000,1003.856889
70471.468254,1000,1010.290909
95771.007565,1000,1015.134335
85591.297507,1000,1021.72078
98027.835398,1000,1027.084704
77999.335519,1000,1035.057436
87477.41763,1000,1041.006844
83126.988458,1000,1049.471288
97941.76272,1000,1054.113138
110002.099586,1000,1063.839691
103684.977978,1000,1069.581109
85554.518472,1000,1077.52984
84672.676334,1000,1083.351878
94884.991547,1000,1092.228619
84413.071664,1000,1097.750508
133533.383803,1000,1106.755272
96479.860479,1000,1113.189348
110225.201761,1000,1120.995786
93580.963023,1000,1127.530737
73513.650897,1000,1134.886117
91437.366256,1000,1139.987946
93462.023789,1000,1149.449437
97014.935104,1000,1155.514369
96703.540117,1000,1161.215152
126022.15962,1000,1169.38519
83051.169859,1000,1174.631798
70135.979471,1000,1184.191468
128307.508494,1000,1189.802969
111664.572348,1000,1197.409492
80496.396187,1000,1202.223835
92553.732647,1000,1212.897714
117707.750211,1000,1219.390997
107984.704889,1000,1227.050385
75305.121388,1000,1232.652851
116976.701341,1000,1241.561865
129999.891744,1000,1247.085606
113924.536517,1000,1255.459805
106515.284481,1000,1261.593599
89893.465119,1000,1269.642552
91723.828052,1000,1275.69683
105100.079368,1000,1283.620964
106896.978257,1000,1289.020814
112532.209331,1000,1296.875218
96468.538837,1000,1302.108185
136283.200967,1000,1310.490677
101795.626046,1000,1316.376018
105993.463682,1000,1325.489071
92751.652245,1000,1331.344685
88311.304035,1000,1337.954802
120665.771946,1000,1342.70152
81237.846693,1000,1351.310653
132253.139383,1000,1357.398382
104538.957957,1000,1365.487154
137476.000315,1000,1372.21016
126043.257556,1000,1379.768917
137009.393911,1000,1384.691777
133765.579248,1000,1394.788157
74187.828335,1000,1400.682795
91059.671703,1000,1408.507527
116000.796091,1000,1414.735261
138809.002472,1000,1422.636501
98550.400109,1000,1428.251088
117671.799276,1000,1436.73964
97946.208041,1000,1442.647791
128530.140876,1000,1450.391719
74982.41461,1000,1455.662873
85787.461998,1000,1461.371873
103368.715691,1000,1470.216439
138250.993803,1000,1475.98481
137878.761132,1000,1484.871342
139074.083317,1000,1490.80212
126938.909695,1000,1498.582615
120087.618901,1000,1504.56491
69792.564118,1000,1512.87414
85707.018291,1000,1518.808023
138666.053161,1000,1525.674171
84420.365373,1000,1529.691654
99499.87867,1000,1538.07551
85933.175519,1000,1544.295861
97191.440614,1000,1551.813878
113108.747366,1000,1557.221871
140811.586424,1000,1566.207634
137747.052372,1000,1571.070742
139513.746398,1000,1580.64503
129517.826431,1000,1585.875764
140972.081097,1000,1594.580934
92067.865342,1000,1600.161595
96053.363997,1000,1608.427998
135444.843102,1000,1614.166002
145081.543205,1000,1621.713877
121056.716693,1000,1627.625952
129597.390515,1000,1635.474685
104993.071086,1000,1641.531176
143341.891776,1000,1649.888453
141643.315191,1000,1655.3349
142345.180712,1000,1664.261132
133488.998091,1000,1670.376765
110559.770368,1000,1678.898054
140895.984105,1000,1684.379431
92829.270763,1000,1693.264161
143687.107856,1000,1699.122079
111862.409779,1000,1708.317173
141075.42646,1000,1713.268965
139654.680028,1000,1722.736949
102871.655185,1000,1728.60472
139800.777827,1000,1736.855209
142911.234845,1000,1741.93069
124290.097843,1000,1747.637644
130375.20085,1000,1756.042224
97055.751173,1000,1761.445764
144840.461382,1000,1769.77968
141343.447342,1000,1774.953984
75439.520188,1000,1783.436524
74819.976975,1000,1788.924085
121345.309193,1000,1797.727202
145526.930657,1000,1803.348893
86147.734939,1000,1811.529272
145940.562077,1000,1817.43911
146447.155094,1000,1824.791309
97441.891205,1000,1830.924585
124887.164669,1000,1838.896943
126796.824871,1000,1843.15783
120368.936162,1000,1849.512336
145767.903381,1000,1853.314826
100044.317416,1000,1859.722938
144641.385307,1000,1864.105917
145631.100233,1000,1872.391427
135802.08032,1000,1878.291173
142987.037531,1000,1886.512624
81400.511745,1000,1891.639822
143834.925049,1000,1900.289863
72246.69121,1000,1906.165473
147405.858003,1000,1913.546234
146447.820565,1000,1918.839153
145796.760744,1000,1927.877489
100235.055709,1000,1934.863823
148012.052957,1000,1942.8871
72909.069337,1000,1948.999233
123793.518029,1000,1958.435962
148259.520304,1000,1964.584559
146712.112892,1000,1973.286252
124046.131532,1000,1979.727624
146756.594742,1000,1987.585771
101777.543368,1000,1993.377234
112623.436858,1000,2003.076512
147698.245777,1000,2008.809466
141637.377978,1000,2018.647129
79605.252308,1000,2024.2797
101860.771486,1000,2032.420293
148371.74768,1000,2038.163128
136387.345155,1000,2042.931673
112226.912881,1000,2052.382484
95934.853841,1000,2058.641832
148515.057057,1000,2066.482346
146411.257926,1000,2072.116371
147967.150364,1000,2081.372149
147787.544203,1000,2086.49494
147634.525629,1000,2096.226821
144189.239715,1000,2101.841493
145983.578497,1000,2111.068278
148688.007785,1000,2116.58421
144831.206739,1000,2124.844919
77699.828752,1000,2130.841749
146513.907493,1000,2138.124095
148631.10904,1000,2144.206505
101906.892563,1000,2152.782434
92420.83459,1000,2158.572978
147871.600991,1000,2166.517515
148726.256828,1000,2171.227683
149130.49424,1000,2181.080324
150397.835639,1000,2186.370597
148898.615844,1000,2195.85279
148480.198384,1000,2201.672384
75992.782688,1000,2210.63585
105157.194908,1000,2215.771607
147452.993121,1000,2224.275681
148153.761851,1000,2230.104164
148911.399778,1000,2237.729581
150138.167068,1000,2242.539287
148228.410135,1000,2251.357069
146959.608213,1000,2256.555354
149525.060459,1000,2264.681946
119314.317534,1000,2270.638682
149004.316201,1000,2278.65759
148578.553259,1000,2283.494318
147230.887195,1000,2291.974809
147437.362981,1000,2297.625493
148998.81043,1000,2305.786143
149387.674369,1000,2311.88092
147774.120271,1000,2319.756319
102330.633118,1000,2326.099684
96025.722729,1000,2334.279649
124034.152033,1000,2340.219704
148849.266106,1000,2345.893144
147743.364653,1000,2352.999713
122605.247406,1000,2358.684852
149729.157352,1000,2367.635708
149665.095839,1000,2373.290051
149428.855769,1000,2379.581141
121810.258582,1000,2384.40081
150580.510701,1000,2391.342104
149827.192474,1000,2395.772831
150729.123273,1000,2402.756646
150366.193475,1000,2408.015693
148605.186065,1000,2416.556536
150700.176232,1000,2422.655331
140932.039088,1000,2430.624163
149381.224635,1000,2436.288187
148789.190207,1000,2445.231719
149065.842948,1000,2450.488734
147848.943838,1000,2457.828838
148126.362758,1000,2462.587296
152128.85401,1000,2471.841307
149352.102327,1000,2476.766428
135371.938032,1000,2486.352489
150482.161748,1000,2492.133206
149638.03732,1000,2499.965315
105193.73441,1000,2505.528
148974.20031,1000,2514.296151
149777.489278,1000,2519.490513
151182.057807,1000,2527.274764
148658.3436,1000,2533.498049
148518.886187,1000,2541.580942
135795.783239,1000,2546.694139
149090.738135,1000,2554.791135
149795.315837,1000,2560.034358
145817.363512,1000,2568.079694
88314.257252,1000,2574.0213
149913.769339,1000,2583.179661
148618.587386,1000,2589.241459
150059.437699,1000,2597.268757
151159.309963,1000,2602.954214
96726.832992,1000,2611.437245
131638.94913,1000,2616.357508
148819.722062,1000,2625.99475
147650.063142,1000,2631.425655
146266.998498,1000,2635.699794
150000.009764,1000,2644.746252
121432.711706,1000,2650.271513
150905.066015,1000,2658.179435
150639.31806,1000,2663.222664
114819.766814,1000,2671.296561
149161.248477,1000,2677.997801
150751.154727,1000,2685.427811
150893.540381,1000,2690.492856
150127.0774,1000,2700.230483
150515.095553,1000,2705.754292
146760.097941,1000,2713.31215
86585.226223,1000,2718.57788
93011.948902,1000,2726.920804
92236.468809,1000,2733.102379
152914.491695,1000,2740.877436
150939.142199,1000,2746.431842
149734.57302,1000,2754.365081
99754.385406,1000,2759.242436
152143.968797,1000,2767.137485
150942.426276,1000,2772.657869
152523.874463,1000,2780.259153
98328.894846,1000,2784.961305
150896.658631,1000,2791.691488
151441.815565,1000,2795.875958
150761.394662,1000,2802.879112
152491.479465,1000,2806.758644
97913.620958,1000,2814.051569
145622.365457,1000,2819.753146
151281.90736,1000,2828.144031
151497.529285,1000,2834.397997
151759.714258,1000,2841.889165
152213.433521,1000,2847.054608
89522.873561,1000,2855.368129
151453.006943,1000,2860.899848
152455.33846,1000,2869.54255
130055.678769,1000,2875.67066
151025.207225,1000,2883.254989
151700.75282,1000,2888.429733
152055.124558,1000,2896.606037
149923.453319,1000,2902.071398
153110.02648,1000,2910.805769
120333.965052,1000,2915.932728
147457.429223,1000,2921.827816
152698.268212,1000,2930.359991
154067.408015,1000,2934.949244
152409.345276,1000,2942.682629
153711.721927,1000,2947.869107
146654.729318,1000,2956.824349
152322.127935,1000,2961.592782
150013.242475,1000,2967.80623
147929.130219,1000,2972.054145
153687.177431,1000,2978.581577
152801.859156,1000,2983.542659
152824.215046,1000,2990.194293
153305.774691,1000,2994.98238
153109.400428,1000,3001.189478
153410.113669,1000,3005.79026
106908.608055,1000,3012.509641
149732.542444,1000,3017.133345
153597.09627,1000,3024.639265
154029.402461,1000,3029.365928
153010.970988,1000,3034.928941
153191.873266,1000,3038.930884
153690.052157,1000,3047.503464
152483.413062,1000,3051.384726
153422.192369,1000,3058.464021
152799.495923,1000,3062.754784
153916.473821,1000,3069.557097
152409.046298,1000,3074.061011
153721.986723,1000,3079.849765
133445.308276,1000,3084.375084
153374.358866,1000,3091.157992
139854.467249,1000,3095.798758
152335.694639,1000,3102.652917
153784.197909,1000,3107.738323
96511.87851,1000,3114.866637
109195.067575,1000,3119.634589
152094.344108,1000,3125.85007
154017.497284,1000,3129.382053
104664.406822,1000,3137.453143
151431.725837,1000,3141.499778
153949.696557,1000,3149.065853
153926.773935,1000,3153.835072
144598.641209,1000,3159.959209
117670.002628,1000,3164.734937
153858.429652,1000,3169.329823
154699.454179,1000,3176.030545
153622.665838,1000,3181.117756
154402.899278,1000,3187.919131
121080.441498,1000,3192.565921
153171.225122,1000,3198.785012
109409.92314,1000,3202.948712
154433.517185,1000,3210.271265
153136.926876,1000,3215.058144
154313.81747,1000,3221.057819
152580.593527,1000,3225.958039
154351.405981,1000,3232.359103
153800.040345,1000,3237.674871
154589.157605,1000,3244.19823
139741.329125,1000,3248.531279
153616.818256,1000,3254.093442
153577.283433,1000,3258.793797
154987.122183,1000,3268.818933
154624.766318,1000,3274.045221
153830.84711,1000,3282.456691
153667.633643,1000,3286.949205
152996.577642,1000,3296.587907
154759.748522,1000,3301.991317
154439.70748,1000,3309.79272
96853.446214,1000,3315.721256
153237.544648,1000,3323.221418
153875.969008,1000,3328.039562
154352.14587,1000,3337.957088
152190.661464,1000,3342.055025
111359.540704,1000,3347.819119
111474.113517,1000,3352.770618
154190.169003,1000,3358.417785
154015.271926,1000,3362.673708
152539.097796,1000,3369.730321
153833.099184,1000,3374.106855
152115.362057,1000,3380.44243
120377.813171,1000,3385.604914
153794.505193,1000,3392.157155
153482.679943,1000,3396.359856
152822.505946,1000,3402.474137
153794.954917,1000,3406.815839
153781.719236,1000,3410.586823
153827.373118,1000,3417.6241
154439.750337,1000,3421.562634
153482.110714,1000,3427.891773
152643.214472,1000,3432.097229
153215.003371,1000,3438.528821
153711.678242,1000,3442.677194
153669.405533,1000,3449.554524
153452.276812,1000,3454.188501
153151.585863,1000,3461.057607
150273.748225,1000,3465.216133
153604.539618,1000,3471.580911
119379.26306,1000,3475.603527
154197.038031,1000,3483.041149
153983.14409,1000,3487.644604
153777.718403,1000,3494.129315
153514.22434,1000,3498.450318
154642.121381,1000,3504.677498
152484.17929,1000,3509.57737
154058.435565,1000,3515.663851
107475.527757,1000,3519.812618
152750.226745,1000,3526.792758
152766.239438,1000,3530.525519
153974.765078,1000,3538.069125
154133.249647,1000,3542.241912
153393.573433,1000,3548.927922
152157.945558,1000,3553.270705
152684.449814,1000,3559.380277
153191.695307,1000,3563.789799
153778.145862,1000,3571.758057
153602.865225,1000,3576.824893
153646.730575,1000,3585.030451
153863.958998,1000,3589.082675
153436.948014,1000,3595.4889
153809.438364,1000,3599.757789
153443.424584,1000,3605.564467
154292.336107,1000,3609.541029
153255.870809,1000,3615.26043
153246.73473,1000,3619.467105
153890.503669,1000,3625.53419
153070.947653,1000,3629.374146
154265.981918,1000,3635.29449
152342.481274,1000,3639.638597
154054.048312,1000,3643.539117
116482.968372,1000,3649.376073
153986.85993,1000,3653.635905
154357.960211,1000,3659.027622
154338.558364,1000,3662.60188
153590.354899,1000,3668.862214
119974.597054,1000,3672.911449
152994.82743,1000,3680.181045
119855.06753,1000,3684.744188
151764.14936,1000,3692.066903
153374.301051,1000,3696.658385
154199.519429,1000,3702.264265
152806.846369,1000,3706.010916
153800.839823,1000,3713.925686
153132.457596,1000,3718.180081
153112.943965,1000,3724.481722
154090.314022,1000,3728.06287
153963.597638,1000,3734.74652
153839.247321,1000,3738.541431
153466.200647,1000,3745.322666
152926.076382,1000,3749.210761
153288.64071,1000,3755.436401
154398.821256,1000,3759.555225
154011.360118,1000,3765.766867
152960.694388,1000,3769.914657
153476.337944,1000,3776.083507
154135.785877,1000,3779.876128
154610.132443,1000,3786.309517
153036.239886,1000,3790.568049
153740.961717,1000,3796.793408
153841.004843,1000,3800.922754
153578.302836,1000,3807.916963
153931.020824,1000,3811.865931
154217.230388,1000,3817.719127
140093.855783,1000,3821.840867
153214.231879,1000,3827.885769
154035.917181,1000,3831.967709
153127.985683,1000,3838.381618
152927.609801,1000,3842.552208
153410.850643,1000,3848.715968
111584.581667,1000,3853.052968
154182.713571,1000,3858.901353
153658.227238,1000,3863.439575
151133.736679,1000,3867.868851
152924.884246,1000,3873.52192
152530.371508,1000,3877.377144
153087.243971,1000,3883.48141
152713.305096,1000,3887.318162
152144.792332,1000,3893.96891
153444.715167,1000,3898.244316
153557.362723,1000,3904.040695
153336.745196,1000,3907.926712
154651.418967,1000,3914.341346
153422.405447,1000,3918.048178
152896.339593,1000,3924.308222
153283.744328,1000,3928.502503
153852.187695,1000,3934.709376
152890.107774,1000,3938.991081
153182.51129,1000,3944.012913
91236.592569,1000,3948.005384
154198.9383,1000,3954.996438
153574.822599,1000,3958.75995
153165.01524,1000,3966.528408
136610.393618,1000,3970.839119
152957.949715,1000,3977.312138
153464.238628,1000,3981.543579
154379.567828,1000,3988.030028
143279.615036,1000,3991.958054
132591.671917,1000,3998.777264
87929.70559,1000,4003.800715
153686.810832,1000,4009.958027
153764.40241,1000,4014.494128
153848.769994,1000,4020.451863
153704.670488,1000,4024.214887
153396.863627,1000,4031.512113
154047.737989,1000,4035.462051
154155.453526,1000,4041.921548
152936.995733,1000,4045.711933
153944.286971,1000,4053.214619
153323.486211,1000,4057.558205
119416.579945,1000,4064.600883
153834.325549,1000,4068.959119
152755.761103,1000,4075.925905
119100.879659,1000,4080.421988
140046.365351,1000,4086.338904
138578.756035,1000,4090.561857
152027.639194,1000,4094.740617
153248.662172,1000,4101.254608
153662.577316,1000,4105.4888
90545.362745,1000,4111.553333
153772.169912,1000,4116.488277
147617.775408,1000,4121.935135
153498.955396,1000,4126.046119
153448.63943,1000,4132.808896
154361.445959,1000,4137.365214
108943.557078,1000,4143.264501
153935.840995,1000,4147.679961
84432.560482,1000,4153.412318
153715.531629,1000,4157.007318
77163.481335,1000,4163.782291
88883.770415,1000,4168.825615
154265.800283,1000,4174.752225
154294.612302,1000,4178.67889
152924.904667,1000,4183.981721
153677.334999,1000,4187.458536
146512.434546,1000,4195.012308
152275.84309,1000,4198.603452
117719.559741,1000,4205.174147
154319.255265,1000,4208.904869
153278.425479,1000,4215.023786
154115.766147,1000,4219.295351
154109.24858,1000,4225.360028
153934.448892,1000,4229.650798
118482.238475,1000,4235.705256
153656.940313,1000,4239.63042
93559.685269,1000,4245.541991
145994.412109,1000,4249.790109
153942.924871,1000,4255.983418
154400.415701,1000,4259.988872
