approxkl,clipfrac,eplenmean,eprewmean,explained_variance,fps,loss,nupdates,policy_entropy,policy_loss,serial_timesteps,time_elapsed,total_timesteps,value_loss
0.033450417,0.6026367,1000.0,67378.10581342,0.8649653792381287,143,-0.00019277111,64,22.017433,-0.031230101,131072,890.9529187400476,131072,0.06207466
0.03143204,0.5949707,1000.0,68030.07903984001,0.8843484967947006,137,-0.0044277837,65,21.971554,-0.029338714,133120,905.8164898040122,133120,0.04982186
0.03162817,0.57895505,1000.0,68887.70602294,0.8596129268407822,147,-0.0012104227,66,21.914608,-0.029262315,135168,919.7142241480178,135168,0.05610379
0.031873357,0.5899414,1000.0,69513.53663109,0.8242160528898239,143,-0.0015013497,67,21.85343,-0.027214611,137216,934.035821268044,137216,0.051426522
0.025523674,0.58139646,1000.0,70069.08745739001,0.5099057853221893,143,-0.0016809764,68,21.813305,-0.027026469,139264,948.2809391870396,139264,0.050690986
0.031993333,0.5799805,1000.0,70721.04626655,0.8293581604957581,161,-0.0010975546,69,21.745674,-0.027239075,141312,960.9299601850216,141312,0.05228303
0.02955604,0.59995115,1000.0,71418.20957034998,0.9033963084220886,182,-0.005627167,70,21.69205,-0.029889459,143360,972.1641977800173,143360,0.04852458
0.031379115,0.5925781,1000.0,72111.16800111,0.7840967029333115,184,0.0016426981,71,21.609015,-0.026382193,145408,983.2903377769981,145408,0.056049783
0.035873078,0.6015625,1000.0,72507.99184183001,0.9022476971149445,183,-0.0055208467,72,21.551397,-0.027654495,147456,994.4556353040389,147456,0.04426729
0.036297984,0.623291,1000.0,72926.06917083001,0.8605960160493851,193,-0.005890347,73,21.503838,-0.029657448,149504,1005.068049360998,149504,0.04753419
0.032078344,0.59575194,1000.0,73386.12456603,0.8549713641405106,182,-0.0032527465,74,21.452517,-0.027071035,151552,1016.2907326740096,151552,0.047636576
0.032776263,0.6063477,1000.0,74159.49038913002,0.9322813302278519,148,-0.0077788993,75,21.410355,-0.03301635,153600,1030.0604091440327,153600,0.050474904
0.035989482,0.61503905,1000.0,74336.41664628,0.9056374207139015,143,-0.0065402165,76,21.36472,-0.032560147,155648,1044.378961623006,155648,0.05203987
0.034044396,0.61264646,1000.0,75044.38839403,0.844730868935585,140,-0.0012512353,77,21.315842,-0.032407843,157696,1058.988445533032,157696,0.06231321
0.03615926,0.6130859,1000.0,75477.49335214001,0.9322961792349815,144,-0.004791191,78,21.272238,-0.032289572,159744,1073.117938401003,159744,0.05499676
0.030753547,0.602832,1000.0,76184.82450195002,0.8653617054224014,137,0.0039405026,79,21.188313,-0.02826936,161792,1087.9918102280353,161792,0.06441973
0.03647969,0.6213867,1000.0,76675.47789469,0.9102834239602089,140,-0.012932435,80,21.130041,-0.033607524,163840,1102.6187998530222,163840,0.041350175
0.03660267,0.6273926,1000.0,77093.0580339,0.9248118549585342,138,-0.016323697,81,21.07385,-0.036450706,165888,1117.4203738500364,165888,0.040254027
0.03207135,0.6009766,1000.0,77688.05366867,0.9010869115591049,144,-9.741946e-05,82,21.025738,-0.027153304,167936,1131.5955247300444,167936,0.054111768
0.034371354,0.6183106,1000.0,78130.06582751,0.9319073408842087,138,-0.007982703,83,20.96496,-0.031993903,169984,1146.359632009,169984,0.048022404
0.036700983,0.5878418,1000.0,79576.89148328,0.9106173515319824,142,-0.0034599737,84,20.914568,-0.029757688,172032,1160.7878372560372,172032,0.052595425
0.03653232,0.6136719,1000.0,80472.61299976,0.8835231512784958,135,0.011884655,85,20.861395,-0.02822487,174080,1175.9321048950078,174080,0.080219045
0.029697824,0.59375,1000.0,81188.66556593,0.9257136359810829,144,0.013558822,86,20.802616,-0.022426624,176128,1190.070503612049,176128,0.071970895
0.042612277,0.6435059,1000.0,81299.1199888,0.9131821468472481,140,-0.011443305,87,20.759697,-0.03530682,178176,1204.6267015990452,178176,0.04772704
0.030938733,0.59155273,1000.0,82105.15112531,0.9182533696293831,133,0.013429426,88,20.704317,-0.02417143,180224,1219.9418095980072,180224,0.07520172
0.04170976,0.6220215,1000.0,82620.88651277001,0.9483296237885952,140,-0.01320341,89,20.640238,-0.030648738,182272,1234.4748074720264,182272,0.034890644
0.03574454,0.6121582,1000.0,83091.56440022001,0.9459976367652416,145,-0.011384653,90,20.573492,-0.029333133,184320,1248.5958580910228,184320,0.035896964
0.03629189,0.6171387,1000.0,83667.64955723,0.9546222276985645,144,-0.00894732,91,20.515911,-0.026161999,186368,1262.7862966110115,186368,0.03442935
0.039397318,0.6246582,1000.0,84261.06769744001,0.9241459593176842,142,-0.011045454,92,20.469408,-0.032215465,188416,1277.1977515740437,188416,0.042340033
0.03525936,0.62226564,1000.0,85037.91115961,0.7650275081396103,145,0.033547215,93,20.423634,-0.028353166,190464,1291.3068822270143,190464,0.12380077
0.030996814,0.5857422,1000.0,85963.848193,0.8721269369125366,148,0.013652047,94,20.356129,-0.022914767,192512,1305.1463552790228,192512,0.07313363
0.042421564,0.6134766,1000.0,86280.14084306,0.969140587374568,145,-0.013543757,95,20.282478,-0.02786014,194560,1319.249633956002,194560,0.028632771
0.03281615,0.6027344,1000.0,87232.21615544,0.8997249081730843,147,0.0077231913,96,20.235203,-0.023522932,196608,1333.0932082850486,196608,0.06249225
0.037257288,0.6074219,1000.0,87623.75050515,0.9548635371029377,156,-0.010317763,97,20.177267,-0.026438883,198656,1346.159003902052,198656,0.03224223
0.038617752,0.6130859,1000.0,88406.09225068001,0.8868538588285446,140,-0.0042544426,98,20.104439,-0.03045631,200704,1360.7419828310376,200704,0.052403737
0.031681225,0.60410154,1000.0,89625.40645525,0.8057284206151962,136,0.034221105,99,20.052187,-0.01921999,202752,1375.7278347810498,202752,0.10688218
0.03128336,0.5883789,1000.0,90269.90988906998,0.8661826848983765,138,0.013688331,100,19.989647,-0.018420035,204800,1390.5270798670244,204800,0.06421673
0.030993363,0.5965332,1000.0,91555.56697781997,0.8721469640731812,143,0.011030769,101,19.9308,-0.020268882,206848,1404.8002450820059,206848,0.06259931
0.04265085,0.61992186,1000.0,92522.16563301,0.9536191448569298,143,-0.01380153,102,19.8681,-0.029420665,208896,1419.0550717600272,208896,0.031238263
