# {"t_start": 1557579178.3871658, "env_id": "HumanoidStandup-v2"} 
r,l,t
41645.162322,1000,7.013405
54868.066317,1000,10.988045
66159.077988,1000,15.699527
51154.704163,1000,19.414328
52023.183755,1000,25.335267
57282.325365,1000,29.142952
51103.989803,1000,33.86127
62399.20065,1000,37.153485
62006.205668,1000,42.180887
62566.52494,1000,45.803895
54897.792785,1000,50.457499
45077.162795,1000,53.687932
81990.939438,1000,58.1664
56125.119667,1000,61.508604
68531.65021,1000,66.146302
53922.00043,1000,69.486648
58018.162617,1000,73.686727
54783.996741,1000,76.836356
60605.585213,1000,81.219109
49929.281706,1000,84.432851
83566.583911,1000,88.765145
75094.531857,1000,91.942229
68311.894884,1000,96.260696
49590.543954,1000,99.564405
50658.834197,1000,104.081637
55309.288386,1000,107.397382
50603.750519,1000,111.73594
53936.317678,1000,114.870085
56506.583093,1000,119.250701
80824.775422,1000,122.393898
45989.214446,1000,126.800472
44028.853314,1000,130.029201
53193.730969,1000,134.271448
54451.012443,1000,137.456721
59105.538885,1000,142.535785
45588.849676,1000,146.465685
44672.506592,1000,151.806333
52769.305178,1000,155.995994
58448.149722,1000,161.284876
41097.319289,1000,164.596942
45724.534551,1000,169.068206
53843.20597,1000,172.620651
66357.97826,1000,175.752666
55618.78592,1000,180.435883
43486.197428,1000,184.006155
67579.192805,1000,188.363398
49167.022179,1000,191.639809
42755.191319,1000,195.870903
54357.198274,1000,199.019229
62230.224163,1000,204.022732
52514.762853,1000,207.420933
47813.639253,1000,211.663821
56966.19242,1000,214.922196
66972.413012,1000,219.171997
51115.734946,1000,222.485853
71865.726806,1000,226.734231
55905.020167,1000,230.100245
58817.111247,1000,234.52391
64283.561575,1000,237.684241
56720.672651,1000,242.106375
49337.387056,1000,245.337104
52557.139031,1000,249.665871
57431.90996,1000,252.815282
56977.107991,1000,257.082509
58920.842395,1000,260.555133
56487.700695,1000,264.946868
47638.474677,1000,268.202264
52781.562763,1000,272.373234
62549.477814,1000,275.571901
60848.415036,1000,279.879554
51780.827086,1000,283.105769
64394.580224,1000,287.376537
62909.51898,1000,290.679132
69906.581947,1000,295.029101
66895.887337,1000,298.597877
59586.612249,1000,303.044931
76462.293988,1000,306.22869
77849.798016,1000,310.510433
59589.530238,1000,313.740116
64872.953167,1000,318.133768
46531.881721,1000,321.462216
50269.396476,1000,325.683698
53885.883785,1000,328.818089
77179.686428,1000,333.021202
52921.385064,1000,336.228696
64325.341461,1000,339.374288
64768.790205,1000,343.580865
76193.902322,1000,346.681131
83087.846676,1000,351.21372
61178.648818,1000,354.502623
70891.718314,1000,358.688331
63749.323758,1000,361.838908
48405.789183,1000,366.201271
46458.728027,1000,369.389648
59002.556424,1000,373.698752
76456.864777,1000,376.856833
70724.519446,1000,381.19973
63731.611612,1000,384.279623
61526.971296,1000,388.694888
56074.116529,1000,391.865864
65795.35098,1000,396.049328
51960.003164,1000,399.269825
68030.649291,1000,403.538056
63033.215205,1000,406.94126
58018.600245,1000,411.360908
53094.256124,1000,414.580642
61491.930528,1000,418.745921
58226.790593,1000,422.008699
58792.053347,1000,426.228322
57817.005586,1000,429.411536
48936.563056,1000,433.685406
57876.737017,1000,436.927054
51941.759903,1000,441.377806
47752.818755,1000,444.562107
57008.022523,1000,449.012253
55982.095216,1000,452.338341
61574.92557,1000,456.595656
75282.937128,1000,459.871326
46423.982313,1000,464.282336
54917.173147,1000,467.456837
59253.951927,1000,471.98207
65789.324595,1000,475.329944
58136.129584,1000,479.995709
59006.781821,1000,483.301702
59545.025995,1000,487.697652
77329.471219,1000,490.88734
49136.172979,1000,495.37957
66184.450657,1000,498.604068
65233.898193,1000,501.909278
50191.154938,1000,506.418588
53872.397598,1000,509.669137
77301.264414,1000,514.133144
61830.157378,1000,517.476454
61342.571949,1000,521.731626
63229.739913,1000,524.997867
72814.010666,1000,529.33688
70925.03174,1000,532.797731
70878.710305,1000,537.238348
61809.509824,1000,540.467388
51165.062994,1000,545.047701
65498.501371,1000,548.19802
57270.740355,1000,552.949155
70520.015752,1000,556.43906
51704.934977,1000,560.974527
55681.085994,1000,564.216213
50405.552961,1000,568.514654
57467.875508,1000,571.631287
63976.247532,1000,576.004931
44859.362743,1000,579.324457
42676.925127,1000,583.970671
60332.932155,1000,587.156153
44357.224276,1000,592.198876
53192.050606,1000,595.344268
57599.881062,1000,599.542319
57175.840005,1000,602.660345
57568.270864,1000,607.282117
69647.51415,1000,610.466244
56180.399997,1000,615.597182
65520.725885,1000,618.808012
46673.794601,1000,623.863017
49124.336084,1000,627.037313
44581.168009,1000,631.572256
54917.326931,1000,634.818811
58702.768307,1000,639.195159
51709.959014,1000,642.420673
63679.570992,1000,646.74008
54044.86699,1000,650.063101
55410.740725,1000,654.720946
64764.685517,1000,658.670481
43234.0845,1000,663.248098
45170.619691,1000,666.778411
51828.317205,1000,669.926586
55439.010018,1000,674.262743
50138.107582,1000,677.606876
53942.332334,1000,682.038933
53980.791766,1000,685.188123
60738.500454,1000,689.660133
61537.367103,1000,692.897501
52757.487852,1000,697.263758
63830.27095,1000,700.422194
62159.622633,1000,704.975113
64595.862313,1000,708.248166
54989.890987,1000,712.999582
61903.662729,1000,716.184418
52745.801641,1000,720.912222
54860.384085,1000,724.265895
50537.931716,1000,728.698735
45553.946362,1000,732.449529
66263.87449,1000,736.670278
62180.316152,1000,739.980492
63404.80679,1000,744.501605
55024.077426,1000,747.948845
77376.674191,1000,752.178445
53409.503498,1000,755.549652
45165.991523,1000,760.168871
67821.22873,1000,763.55615
69416.480865,1000,768.37231
46167.323731,1000,771.9935
48903.204713,1000,776.864791
47734.264111,1000,780.287239
50763.317829,1000,784.620209
75334.346839,1000,788.001311
45172.203182,1000,793.070498
54543.9992,1000,796.281775
54082.274647,1000,801.22923
44577.287505,1000,804.636064
48292.013492,1000,809.723626
57683.024482,1000,812.853963
56102.54124,1000,817.79515
49128.700547,1000,821.103564
48644.240324,1000,825.852711
46801.59309,1000,829.126846
42749.817353,1000,833.550172
54466.272077,1000,836.745586
50461.541853,1000,840.188343
54740.302861,1000,844.452302
48462.702762,1000,847.57913
