# {"t_start": 1557579178.0177643, "env_id": "HumanoidStandup-v2"} 
r,l,t
43719.182669,1000,6.977289
46484.440493,1000,11.229768
62590.8422,1000,15.941849
59283.058273,1000,19.410339
50776.850025,1000,25.180152
50695.066371,1000,28.859715
49684.981851,1000,34.229994
53388.178821,1000,37.502625
43443.388273,1000,42.904643
64010.215225,1000,46.508998
53453.834487,1000,50.837546
64485.906655,1000,53.984091
51866.338741,1000,58.573288
46953.847413,1000,62.05326
55974.120562,1000,66.549777
55838.927526,1000,69.655402
49035.383803,1000,74.043649
54731.902911,1000,77.171142
51364.916102,1000,81.515681
48124.273132,1000,84.739303
47840.905519,1000,89.138651
53498.24785,1000,92.291518
40825.049267,1000,96.614527
60198.443232,1000,99.945712
54068.546087,1000,104.412707
66689.699134,1000,107.528463
69900.47863,1000,112.071346
42633.937537,1000,115.3929
68073.216903,1000,119.568128
53324.048209,1000,122.824225
56155.959076,1000,127.178308
44753.129208,1000,130.384468
55502.001858,1000,134.619766
51546.608485,1000,137.791682
46230.467579,1000,142.965313
52230.212342,1000,147.109373
77224.050453,1000,152.170306
46318.932715,1000,156.275318
60387.574617,1000,161.681811
87315.011726,1000,165.028894
48242.690801,1000,169.427812
55004.40892,1000,172.84703
63314.880747,1000,175.981725
46898.703739,1000,181.030513
51216.023018,1000,184.441311
87224.295201,1000,188.63236
63995.61379,1000,191.846985
60263.894452,1000,196.271619
52504.086827,1000,199.495564
38983.651965,1000,204.310604
75834.082009,1000,207.719643
80734.76988,1000,212.159593
65838.643832,1000,215.297395
49961.042065,1000,219.615478
53881.728634,1000,222.797206
72937.505907,1000,227.059935
44771.221322,1000,230.466683
49520.746253,1000,234.956857
55497.066326,1000,238.232583
54042.766196,1000,242.44755
47624.857423,1000,245.676842
74545.704217,1000,250.087753
77256.311594,1000,253.26712
88270.559797,1000,257.478132
63950.32418,1000,260.956737
79983.795867,1000,265.346385
62104.127547,1000,268.453808
51984.964822,1000,272.836586
49633.697145,1000,276.026807
56645.252852,1000,280.271752
47489.59387,1000,283.416303
62177.496884,1000,287.743181
62817.796746,1000,291.050762
73707.887169,1000,295.468317
62697.851725,1000,299.1703
77123.26134,1000,303.385782
58478.689963,1000,306.604335
59875.005332,1000,310.892076
71514.73995,1000,314.066438
68824.765487,1000,318.483499
51440.793225,1000,321.794569
73515.491996,1000,326.052235
47996.476614,1000,329.145694
60052.937398,1000,333.386064
60414.302475,1000,336.621005
59153.095479,1000,339.800085
63825.08157,1000,344.045506
44441.787025,1000,347.236914
66485.599707,1000,351.623984
55409.391735,1000,354.773478
47494.913986,1000,359.048994
63475.900981,1000,362.230035
77276.289587,1000,366.546776
60767.744433,1000,369.675003
46441.55879,1000,374.067751
48422.510033,1000,377.225406
63330.639869,1000,381.646468
49567.908873,1000,384.801561
64309.332091,1000,389.024954
61442.160775,1000,392.141718
60171.887748,1000,396.436485
64463.804682,1000,399.586978
62358.655427,1000,403.873003
55606.36573,1000,407.145998
60413.524835,1000,411.701797
58664.348549,1000,414.836029
62590.275151,1000,419.201184
74601.645373,1000,422.396453
54395.630376,1000,426.633823
76229.469294,1000,429.855233
65771.584087,1000,434.078454
69398.738139,1000,437.255224
64807.81825,1000,441.822847
47830.135955,1000,445.11383
52716.631406,1000,449.373944
47345.118195,1000,452.483427
57050.529167,1000,456.985386
52041.457848,1000,460.208872
48160.707851,1000,464.795232
47732.717175,1000,467.955106
69734.363408,1000,472.331387
52033.384337,1000,475.490358
49362.396563,1000,480.361187
65659.241511,1000,483.496497
52761.912477,1000,488.066168
49634.619584,1000,491.392484
65061.377369,1000,495.752748
71676.633529,1000,499.0324
55008.118309,1000,502.373449
61659.950018,1000,506.775069
48517.0896,1000,510.257919
66866.592174,1000,514.463294
56107.223647,1000,517.723201
66394.580274,1000,522.04795
50868.34646,1000,525.516842
52167.189856,1000,529.765484
65861.072917,1000,533.222219
73607.946687,1000,537.560055
49602.705004,1000,541.090407
44421.36647,1000,545.616125
61520.176265,1000,548.955345
47838.767086,1000,553.499025
60160.271372,1000,556.880141
70014.05882,1000,561.281007
61706.444405,1000,564.488593
56602.547402,1000,568.878007
66261.238846,1000,572.074217
65013.098873,1000,576.349056
42587.543553,1000,579.965277
42583.583965,1000,584.500181
50238.934647,1000,587.825196
43260.120382,1000,592.239111
47158.569915,1000,595.386081
47914.189619,1000,600.092461
45957.122782,1000,603.438065
64850.926375,1000,607.752147
46010.616054,1000,611.581543
44540.866693,1000,616.237829
51043.046198,1000,619.72865
52171.402544,1000,624.185401
48155.48683,1000,627.500592
64404.834616,1000,631.835861
59948.601105,1000,635.367415
55763.850316,1000,639.592446
73979.296383,1000,642.891985
47585.523668,1000,647.126256
54560.111676,1000,650.348003
51636.199113,1000,655.080021
55277.433079,1000,658.726107
54423.415314,1000,663.608057
70595.892867,1000,666.832065
45386.41171,1000,670.038038
54999.672128,1000,674.473417
54757.254923,1000,677.890468
55018.176302,1000,682.458115
58825.284517,1000,685.822184
67692.875021,1000,690.092489
50039.207278,1000,693.337318
70405.637932,1000,697.759483
54194.094448,1000,700.995397
56515.293444,1000,705.33867
66625.997244,1000,708.5707
60997.410319,1000,713.267869
59164.16989,1000,716.512491
70390.396014,1000,721.302449
64441.063621,1000,724.846556
49248.384739,1000,729.357546
50049.652519,1000,732.482756
50881.048483,1000,737.02663
63691.220378,1000,740.441257
56550.730108,1000,744.84931
47495.64231,1000,748.108951
55310.5531,1000,752.599166
61460.496668,1000,755.887552
47514.508741,1000,760.662498
46473.309657,1000,764.462001
52708.870989,1000,768.73446
34191.204657,1000,772.351174
47772.12503,1000,777.23938
54143.01483,1000,780.544479
55906.144262,1000,785.224251
35454.021877,1000,788.845516
53927.058343,1000,793.333275
44640.430544,1000,797.171423
46239.515465,1000,801.597719
48458.466903,1000,805.380518
42574.850012,1000,809.95142
46069.391212,1000,813.588574
47010.030703,1000,818.226087
51638.93546,1000,821.37569
44881.550403,1000,826.262552
53171.97336,1000,829.443215
50601.942461,1000,833.919603
45975.132543,1000,837.10079
50832.728059,1000,840.632874
68743.82899,1000,844.875776
45222.610057,1000,848.109547
63847.336485,1000,852.634067
46618.651096,1000,855.84174
44499.144782,1000,860.002632
70139.028397,1000,863.416687
49293.529166,1000,868.087342
59015.870152,1000,871.523112
43280.887332,1000,876.023821
64093.190915,1000,879.547085
45197.089721,1000,884.039532
70782.842959,1000,887.213095
50111.120616,1000,891.802293
42098.605184,1000,895.093595
49709.020151,1000,899.60784
64755.942327,1000,902.803836
61089.842748,1000,907.066034
61645.90792,1000,910.28659
58348.41651,1000,914.602526
52509.64864,1000,917.83754
66340.722568,1000,922.223429
66489.534174,1000,925.402777
61094.315199,1000,929.886386
56517.887468,1000,933.02232
53581.472684,1000,937.736023
54004.015476,1000,940.849256
60434.08811,1000,945.257234
59162.634956,1000,948.469448
62981.058966,1000,952.845891
50523.87874,1000,955.998105
64131.096017,1000,960.254802
52395.917143,1000,963.426162
51713.338221,1000,967.794764
50496.698741,1000,970.965207
42138.061922,1000,975.227066
60827.317607,1000,978.71704
57773.794243,1000,983.033821
64644.78008,1000,986.464653
50751.142392,1000,990.649995
46347.775971,1000,993.804338
54908.300837,1000,997.120095
54850.996963,1000,1001.346484
51021.074078,1000,1004.544683
53112.637774,1000,1008.685756
57740.313359,1000,1012.228333
46613.415416,1000,1016.832055
56509.358875,1000,1020.001547
61397.518204,1000,1024.145851
60682.00056,1000,1027.313871
48027.465947,1000,1031.49286
54512.340576,1000,1034.715829
49220.583888,1000,1038.974942
57161.100993,1000,1042.309464
57586.954395,1000,1046.605534
56024.903493,1000,1049.716271
65766.644917,1000,1054.528698
45164.038254,1000,1057.759999
44298.728045,1000,1061.925758
45486.109576,1000,1065.058294
44163.749148,1000,1069.329713
56137.412941,1000,1072.903916
53265.476701,1000,1078.494103
56659.263429,1000,1081.926942
48042.469539,1000,1086.291706
45944.643934,1000,1089.668081
46522.886277,1000,1093.966718
44134.960247,1000,1097.112562
50624.502122,1000,1101.91575
57550.580069,1000,1104.99678
50414.487297,1000,1109.385454
49735.379608,1000,1112.497715
48194.895164,1000,1116.856498
50073.271163,1000,1119.939923
55662.120959,1000,1124.786522
47298.622881,1000,1127.88784
50695.444133,1000,1132.322617
51207.787911,1000,1135.452402
